0,1476,0
1000,1550,0
2000,1667,0
3000,1709,0
4000,1802,0
5000,1880,0
6000,1963,0
7000,1908,0
8000,1951,0
9000,2027,0
10000,2080,0
11000,2121,0
12000,2097,0
13000,2143,0
14000,2162,0
15000,2219,0
16000,2300,0
17000,2350,0
18000,2379,0
19000,2465,0
20000,2502,0
21000,2552,0
22000,2581,0
23000,2619,0
24000,2666,0
25000,2735,0
26000,2735,0
27000,2783,0
28000,2835,0
29000,2878,0
30000,2908,0
31000,2982,0
32000,3060,0
33000,3150,0
34000,3173,0
35000,3281,0
36000,3374,0
37000,3437,0
38000,3444,0
39000,3503,0
40000,3589,0
41000,3661,0
42000,3696,0
43000,3909,0
44000,3906,0
45000,3987,0
46000,4013,0
47000,4103,0
48000,4119,0
49000,4315,0
50000,4324,0
51000,4446,0
52000,4470,0
53000,4550,0
54000,4551,0
55000,4485,0
56000,4514,0
57000,4787,0
58000,4953,0
59000,4859,0
60000,4851,0
61000,5286,0
62000,5001,0
63000,4997,0
64000,5035,0
65000,5179,0
66000,5271,0
67000,5408,0
68000,5443,0
69000,5497,0
70000,5584,0
71000,5612,0
72000,5635,0
73000,5690,0
74000,5723,0
75000,5786,0
76000,5823,0
77000,5852,0
78000,5929,0
79000,5959,0
80000,5980,0
81000,6067,0
82000,6090,0
83000,6296,0
84000,6334,0
85000,6373,0
86000,6415,0
87000,6439,0
88000,6472,0
89000,6603,0
90000,6603,0
91000,6654,0
92000,6683,0
93000,6713,0
94000,6682,0
95000,6741,0
96000,6755,0
97000,6801,0
98000,6922,0
99000,7099,0
100000,7072,0
101000,7330,0
102000,7364,0
103000,7382,0
104000,7427,0
105000,7506,0
106000,7481,0
107000,7574,0
108000,7617,0
109000,7672,0
110000,7733,0
111000,7782,0
112000,7746,0
113000,7789,0
114000,7850,0
115000,7934,0
116000,7973,0
117000,8012,0
118000,8064,0
119000,8150,0
120000,8143,0
121000,8240,0
122000,8278,0
123000,8328,0
124000,8393,0
125000,8506,0
126000,8425,0
127000,8555,0
128000,8572,0
129000,8683,0
130000,8805,0
131000,8840,0
132000,8845,0
133000,9096,0
134000,9135,0
135000,9172,0
136000,9194,0
137000,9247,0
138000,9257,0
139000,9367,0
140000,9401,0
141000,9489,0
142000,9536,0
143000,9556,0
144000,9577,0
145000,9612,0
146000,9730,0
147000,9759,0
148000,9803,0
149000,9831,0
150000,9921,0
