0,1372,0
1000,1417,0
2000,1505,0
3000,1576,0
4000,1669,0
5000,1699,0
6000,1748,0
7000,1772,0
8000,1843,0
9000,1901,0
10000,1927,0
11000,1965,0
12000,2001,0
13000,2044,0
14000,2090,0
15000,2124,0
16000,2237,0
17000,2297,0
18000,2341,0
19000,2374,0
20000,2425,0
21000,2498,0
22000,2528,0
23000,2550,0
24000,2587,0
25000,2649,0
26000,2679,0
27000,2713,0
28000,2772,0
29000,2803,0
30000,2851,0
31000,2895,0
32000,2999,0
33000,3149,0
34000,3172,0
35000,3242,0
36000,3288,0
37000,3335,0
38000,3408,0
39000,3483,0
40000,3526,0
41000,3545,0
42000,3627,0
43000,3664,0
44000,3679,0
45000,3771,0
46000,3814,0
47000,3861,0
48000,3902,0
49000,3996,0
50000,4088,0
51000,4157,0
52000,4182,0
53000,4209,0
54000,4249,0
55000,4314,0
56000,4344,0
57000,4401,0
58000,4465,0
59000,4494,0
60000,4523,0
61000,4570,0
62000,4592,0
63000,4610,0
64000,4880,0
65000,4880,0
66000,4991,0
67000,5122,0
68000,5145,0
69000,5216,0
70000,5294,0
71000,5302,0
72000,5652,0
73000,5386,0
74000,5383,0
75000,5418,0
76000,5475,0
77000,5482,0
78000,5554,0
79000,5694,0
80000,5896,0
81000,5804,0
82000,5807,0
83000,5822,0
84000,5944,0
85000,5968,0
86000,6001,0
87000,6025,0
88000,6090,0
89000,6138,0
90000,6147,0
91000,6156,0
92000,6226,0
93000,6276,0
94000,6313,0
95000,6343,0
96000,6339,0
97000,6389,0
98000,6463,0
99000,6520,0
100000,6706,0
101000,6759,0
102000,6821,0
103000,6905,0
104000,6949,0
105000,6995,0
106000,7065,0
107000,7079,0
108000,7120,0
109000,7141,0
110000,7176,0
111000,7210,0
112000,7251,0
113000,7345,0
114000,7368,0
115000,7399,0
116000,7390,0
117000,7429,0
118000,7494,0
119000,7516,0
120000,7531,0
121000,7625,0
122000,7657,0
123000,7709,0
124000,7685,0
125000,7765,0
126000,7831,0
127000,7888,0
128000,7873,0
129000,7899,0
130000,7912,0
131000,8211,0
132000,8230,0
133000,8290,0
134000,8371,0
135000,8426,0
136000,8488,0
137000,8557,0
138000,8524,0
139000,8547,0
140000,8585,0
141000,8635,0
142000,8673,0
143000,8750,0
144000,8815,0
145000,8837,0
146000,8862,0
147000,8892,0
148000,8981,0
149000,9023,0
150000,9012,0
