0,856,0
1000,838,0
2000,960,0
3000,1005,0
4000,1058,0
5000,1072,0
6000,1162,0
7000,1195,0
8000,1263,0
9000,1366,0
10000,1396,0
11000,1489,0
12000,1530,0
13000,1577,0
14000,1660,0
15000,1710,0
16000,1858,0
17000,1965,0
18000,1989,0
19000,2057,0
20000,2054,0
21000,2176,0
22000,2232,0
23000,2265,0
24000,2350,0
25000,2432,0
26000,2457,0
27000,2533,0
28000,2593,0
29000,2671,0
30000,2720,0
31000,2817,0
32000,2954,0
33000,3145,0
34000,3152,0
35000,3280,0
36000,3334,0
37000,3419,0
38000,3458,0
39000,3504,0
40000,3569,0
41000,3667,0
42000,3726,0
43000,3735,0
44000,3860,0
45000,3946,0
46000,3966,0
47000,4054,0
48000,4135,0
49000,4217,0
50000,4328,0
51000,4435,0
52000,4520,0
53000,4551,0
54000,4617,0
55000,4680,0
56000,4714,0
57000,4853,0
58000,4912,0
59000,4944,0
60000,4990,0
61000,5094,0
62000,5174,0
63000,5200,0
64000,5223,0
65000,5365,0
66000,5588,0
67000,5714,0
68000,5744,0
69000,5836,0
70000,5941,0
71000,5991,0
72000,6094,0
73000,6286,0
74000,6234,0
75000,6245,0
76000,6483,0
77000,6545,0
78000,6916,0
79000,6600,0
80000,6732,0
81000,6748,0
82000,6830,0
83000,6869,0
84000,6983,0
85000,7068,0
86000,7096,0
87000,7215,0
88000,7214,0
89000,7370,0
90000,7430,0
91000,7412,0
92000,7458,0
93000,7525,0
94000,7596,0
95000,7716,0
96000,7724,0
97000,7830,0
98000,7960,0
99000,7961,0
100000,8133,0
101000,8143,0
102000,8223,0
103000,8363,0
104000,8394,0
105000,8481,0
106000,8525,0
107000,8731,0
108000,8673,0
109000,8767,0
110000,8866,0
111000,8924,0
112000,8951,0
113000,9066,0
114000,9152,0
115000,9177,0
116000,9232,0
117000,9413,0
118000,9386,0
119000,9472,0
120000,9472,0
121000,9555,0
122000,9785,0
123000,9892,0
124000,10011,0
125000,10159,0
126000,10426,0
127000,10418,0
128000,10454,0
129000,10511,0
130000,10629,0
131000,11043,0
132000,11033,0
133000,11164,0
134000,11254,0
135000,11282,0
136000,11374,0
137000,11444,0
138000,11503,0
139000,11609,0
140000,11726,0
141000,11781,0
142000,11873,0
143000,11875,0
144000,11951,0
145000,12016,0
146000,12054,0
147000,12221,0
148000,12285,0
149000,12298,0
150000,11867,0
