0,1896,0
1000,1619,0
2000,1642,0
3000,1637,0
4000,1720,0
5000,1710,0
6000,1710,0
7000,1737,0
8000,1732,0
9000,1849,0
10000,1860,0
11000,1884,0
12000,1902,0
13000,1978,0
14000,2012,0
15000,2018,0
16000,2065,0
17000,2206,0
18000,2289,0
19000,2315,0
20000,2300,0
21000,2449,0
22000,2463,0
23000,2446,0
24000,2501,0
25000,2668,0
26000,2693,0
27000,2729,0
28000,2755,0
29000,2893,0
30000,2918,0
31000,2891,0
32000,2960,0
33000,3255,0
34000,3225,0
35000,3267,0
36000,3276,0
37000,3358,0
38000,3353,0
39000,3393,0
40000,3433,0
41000,3509,0
42000,3552,0
43000,4531,0
44000,4539,0
45000,4630,0
46000,4626,0
47000,4612,0
48000,4710,0
49000,4827,0
50000,4891,0
51000,4897,0
52000,5001,0
53000,5095,0
54000,5024,0
55000,5203,0
56000,5297,0
57000,5063,0
58000,5077,0
59000,5460,0
60000,5226,0
61000,5415,0
62000,5327,0
63000,5505,0
64000,5537,0
65000,6051,0
66000,6552,0
67000,6587,0
68000,6676,0
69000,6714,0
70000,6635,0
71000,6746,0
72000,6682,0
73000,6804,0
74000,7014,0
75000,6892,0
76000,7037,0
77000,6943,0
78000,7043,0
79000,7116,0
80000,7196,0
81000,7218,0
82000,7398,0
83000,7383,0
84000,7484,0
85000,7459,0
86000,7521,0
87000,7501,0
88000,7625,0
89000,7675,0
90000,7671,0
91000,8348,0
92000,7895,0
93000,8180,0
94000,8112,0
95000,8116,0
96000,8048,0
97000,8224,0
98000,8210,0
99000,8232,0
100000,8266,0
101000,8383,0
102000,8359,0
103000,8386,0
104000,8453,0
105000,8482,0
106000,8500,0
107000,8627,0
108000,8601,0
109000,8822,0
110000,8802,0
111000,8836,0
112000,8826,0
113000,8774,0
114000,8884,0
115000,9152,0
116000,9061,0
117000,9056,0
118000,9118,0
119000,9151,0
120000,9361,0
121000,9226,0
122000,9390,0
123000,9273,0
124000,9288,0
125000,9563,0
126000,9385,0
127000,9617,0
128000,9607,0
129000,10550,0
130000,10404,0
131000,10665,0
132000,10535,0
133000,10523,0
134000,10736,0
135000,10553,0
136000,10688,0
137000,10641,0
138000,10878,0
139000,10769,0
140000,10849,0
141000,10938,0
142000,10949,0
143000,10980,0
144000,11011,0
145000,11036,0
146000,11059,0
147000,11188,0
148000,11383,0
149000,11333,0
150000,11181,0
